CustomerID;"Gender";"Age";"Tenure";"MonthlyCharges";"Contract";"PaymentMethod";"InternetService";"TotalCharges";"Churn"
CUST10141;"Male";"34";"60";"45.86";"Two year";"Bank transfer";"DSL";"2846.19";"No"
CUST10142;"Female";"37";"64";"36.47";"Month-to-month";"Credit card";"DSL";"2244.02";"No"
CUST10143;"Female";"41";"35";"53.02";"One year";"Bank transfer";"No";"1742.42";"No"
CUST10144;"Female";"22";"70";"95.68";"One year";"Mailed check";"Fiber optic";"6732.64";"No"
CUST10145;"Male";"51";"30";"71.94";"One year";"Credit card";"Fiber optic";"2073.77";"No"
CUST10146;"Male";"23";"71";"40.49";"Month-to-month";"Bank transfer";"DSL";"2885.04";"No"
CUST10147;"Male";"70";"63";"107.78";"Month-to-month";"Electronic check";"Fiber optic";"6741.86";"No"
CUST10148;"Male";"19";"28";"107.96";"One year";"Mailed check";"Fiber optic";"2844.76";"No"
CUST10149;"Female";"30";"60";"107.06";"Two year";"Electronic check";"DSL";"6223.6";"Yes"
CUST10150;"Male";"60";"37";"43.88";"Two year";"Credit card";"Fiber optic";"1646.23";"Yes"
CUST10151;"Male";"60";"22";"65.12";"Month-to-month";"Electronic check";"DSL";"1376.48";"Yes"
CUST10152;"Male";"65";"68";"118.5";"Month-to-month";"Bank transfer";"No";"8002.69";"No"
CUST10153;"Male";"28";"20";"97.2";"Two year";"Bank transfer";"Fiber optic";"2013.59";"Yes"
CUST10154;"Male";"68";"68";"22.72";"One year";"Credit card";"No";"1662.3";"No"
CUST10155;"Female";"64";"64";"26.52";"Two year";"Electronic check";"DSL";"1670.03";"No"
CUST10156;"Male";"74";"17";"66.39";"Month-to-month";"Credit card";"Fiber optic";"1094.57";"No"
CUST10157;"Female";"40";"12";"110.92";"One year";"Electronic check";"Fiber optic";"1381.05";"Yes"
CUST10158;"Male";"72";"22";"73.87";"One year";"Mailed check";"Fiber optic";"1489.45";"Yes"
CUST10159;"Female";"33";"17";"69.78";"One year";"Bank transfer";"No";"1208.58";"No"
CUST10160;"Male";"48";"10";"30.55";"Month-to-month";"Credit card";"Fiber optic";"360.69";"No"
CUST10161;"Male";"28";"65";"85.68";"Month-to-month";"Mailed check";"DSL";"5637.22";"No"
CUST10162;"Female";"71";"22";"102.21";"One year";"Mailed check";"Fiber optic";"2054.94";"Yes"
CUST10163;"Female";"33";"50";"58.04";"Month-to-month";"Credit card";"Fiber optic";"2825.86";"No"
CUST10164;"Female";"25";"14";"97.56";"Month-to-month";"Credit card";"Fiber optic";"1278.01";"Yes"
CUST10165;"Male";"21";"64";"116.45";"Two year";"Mailed check";"DSL";"7462.79";"No"
CUST10166;"Female";"57";"47";"40.38";"Month-to-month";"Electronic check";"Fiber optic";"1945.93";"No"
CUST10167;"Male";"21";"29";"72.33";"Two year";"Mailed check";"DSL";"2247.24";"No"
CUST10168;"Male";"73";"36";"48.71";"Month-to-month";"Credit card";"Fiber optic";"1704.06";"Yes"
CUST10169;"Female";"42";"52";"99.29";"One year";"Mailed check";"Fiber optic";"5113.32";"No"
CUST10170;"Female";"20";"7";"77.76";"Two year";"Electronic check";"Fiber optic";"659.29";"No"
CUST10171;"Male";"49";"29";"83.46";"Month-to-month";"Bank transfer";"DSL";"2450.0";"Yes"
CUST10172;"Male";"20";"11";"99.79";"Month-to-month";"Bank transfer";"Fiber optic";"1224.46";"Yes"
CUST10173;"Female";"44";"33";"59.6";"Month-to-month";"Mailed check";"DSL";"1995.67";"No"
CUST10174;"Female";"46";"6";"111.51";"Month-to-month";"Electronic check";"DSL";"553.35";"Yes"
CUST10175;"Female";"49";"32";"73.3";"One year";"Bank transfer";"Fiber optic";"2212.29";"Yes"
CUST10176;"Male";"67";"51";"35.8";"Two year";"Mailed check";"No";"1670.65";"No"
CUST10177;"Male";"68";"58";"89.59";"Month-to-month";"Mailed check";"Fiber optic";"5262.43";"No"
CUST10178;"Male";"36";"26";"99.33";"Month-to-month";"Electronic check";"Fiber optic";"2701.44";"Yes"
CUST10179;"Male";"38";"46";"51.68";"Month-to-month";"Credit card";"No";"2562.22";"Yes"
CUST10180;"Male";"22";"29";"105.72";"One year";"Mailed check";"No";"3150.19";"No"
CUST10181;"Male";"35";"4";"110.61";"Month-to-month";"Credit card";"DSL";"558.72";"Yes"
CUST10182;"Female";"45";"13";"47.69";"One year";"Credit card";"No";"561.97";"No"
CUST10183;"Male";"59";"39";"118.35";"One year";"Bank transfer";"Fiber optic";"4500.01";"No"
CUST10184;"Male";"39";"15";"34.07";"One year";"Credit card";"DSL";"596.06";"No"
CUST10185;"Male";"38";"29";"40.2";"Month-to-month";"Electronic check";"DSL";"1207.57";"Yes"
CUST10186;"Female";"23";"29";"38.42";"One year";"Bank transfer";"Fiber optic";"1124.92";"No"
CUST10187;"Male";"18";"32";"109.4";"Month-to-month";"Bank transfer";"DSL";"3539.54";"Yes"
CUST10188;"Male";"22";"2";"85.43";"Month-to-month";"Bank transfer";"DSL";"203.18";"No"
CUST10189;"Female";"58";"47";"35.21";"Two year";"Mailed check";"DSL";"1783.25";"No"
CUST10190;"Male";"29";"22";"64.03";"One year";"Mailed check";"No";"1538.16";"No"
CUST10191;"Male";"43";"27";"81.53";"Month-to-month";"Credit card";"No";"2255.73";"No"
CUST10192;"Male";"63";"67";"28.35";"Month-to-month";"Bank transfer";"DSL";"1984.03";"No"
CUST10193;"Male";"51";"56";"108.24";"Month-to-month";"Bank transfer";"No";"6112.85";"No"
CUST10194;"Male";"66";"21";"100.36";"Month-to-month";"Electronic check";"No";"2061.44";"Yes"
CUST10195;"Female";"31";"47";"70.52";"Month-to-month";"Credit card";"Fiber optic";"3390.1";"No"
CUST10196;"Female";"43";"59";"116.71";"Month-to-month";"Electronic check";"DSL";"6746.44";"Yes"
CUST10197;"Female";"62";"6";"61.78";"Month-to-month";"Credit card";"Fiber optic";"476.07";"Yes"
CUST10198;"Male";"44";"19";"118.41";"One year";"Credit card";"No";"2130.34";"No"
CUST10199;"Male";"26";"57";"86.79";"One year";"Mailed check";"Fiber optic";"4975.61";"No"
CUST10200;"Male";"43";"69";"83.47";"One year";"Mailed check";"DSL";"5674.91";"No"
CUST10201;"Female";"74";"3";"36.6";"Month-to-month";"Electronic check";"Fiber optic";"165.14";"Yes"
CUST10202;"Male";"64";"1";"108.19";"Two year";"Credit card";"Fiber optic";"108.19";"No"
CUST10203;"Male";"74";"58";"62.75";"Two year";"Bank transfer";"Fiber optic";"3480.02";"No"
CUST10204;"Female";"39";"38";"36.22";"Two year";"Mailed check";"DSL";"1418.43";"No"
CUST10205;"Male";"64";"15";"21.26";"Two year";"Bank transfer";"DSL";"261.11";"Yes"
CUST10206;"Female";"73";"34";"75.98";"Two year";"Electronic check";"No";"2671.43";"No"
CUST10207;"Female";"47";"61";"72.74";"Month-to-month";"Mailed check";"No";"4437.27";"No"
CUST10208;"Female";"60";"35";"91.94";"Month-to-month";"Mailed check";"DSL";"3257.44";"Yes"
CUST10209;"Male";"65";"64";"109.03";"One year";"Credit card";"No";"6882.16";"No"
CUST10210;"Male";"34";"25";"27.94";"One year";"Electronic check";"DSL";"639.57";"Yes"
CUST10211;"Male";"43";"24";"93.15";"One year";"Credit card";"Fiber optic";"2189.74";"No"
CUST10212;"Male";"53";"12";"38.74";"Month-to-month";"Mailed check";"Fiber optic";"550.55";"Yes"
CUST10213;"Male";"18";"18";"105.82";"Month-to-month";"Electronic check";"No";"2072.5";"Yes"
CUST10214;"Male";"25";"15";"101.91";"Month-to-month";"Mailed check";"No";"1448.13";"Yes"
CUST10215;"Male";"66";"27";"74.08";"Two year";"Electronic check";"DSL";"2107.84";"No"
CUST10216;"Female";"52";"72";"91.02";"One year";"Mailed check";"No";"6353.44";"No"
CUST10217;"Male";"69";"60";"51.44";"Month-to-month";"Bank transfer";"DSL";"2966.98";"No"
CUST10218;"Female";"32";"46";"67.12";"Month-to-month";"Bank transfer";"Fiber optic";"2991.64";"No"
CUST10219;"Male";"64";"17";"102.16";"Month-to-month";"Credit card";"Fiber optic";"1601.47";"No"
CUST10220;"Male";"73";"53";"65.93";"Two year";"Bank transfer";"Fiber optic";"3335.93";"No"
CUST10221;"Male";"39";"8";"55.78";"One year";"Mailed check";"DSL";"487.54";"Yes"
CUST10222;"Female";"31";"27";"69.42";"One year";"Mailed check";"No";"1852.93";"No"
CUST10223;"Female";"43";"46";"102.82";"Month-to-month";"Bank transfer";"DSL";"4767.66";"Yes"
CUST10224;"Female";"45";"50";"53.52";"One year";"Credit card";"DSL";"2745.05";"No"
CUST10225;"Female";"40";"71";"37.38";"Month-to-month";"Bank transfer";"Fiber optic";"2680.54";"No"
CUST10226;"Male";"31";"3";"91.2";"One year";"Electronic check";"Fiber optic";"339.38";"No"
CUST10227;"Female";"41";"64";"102.6";"Month-to-month";"Electronic check";"No";"6559.45";"No"
CUST10228;"Male";"19";"44";"30.06";"Month-to-month";"Electronic check";"Fiber optic";"1203.94";"No"
CUST10229;"Male";"62";"53";"43.99";"One year";"Bank transfer";"DSL";"2437.25";"Yes"
CUST10230;"Female";"43";"24";"34.2";"Two year";"Bank transfer";"No";"761.89";"No"
CUST10231;"Female";"31";"60";"54.79";"Month-to-month";"Bank transfer";"Fiber optic";"3193.84";"No"
CUST10232;"Female";"73";"3";"65.04";"Two year";"Electronic check";"DSL";"177.33";"No"
CUST10233;"Female";"68";"20";"94.88";"Month-to-month";"Credit card";"Fiber optic";"1806.32";"Yes"
CUST10234;"Female";"24";"46";"85.11";"Month-to-month";"Mailed check";"Fiber optic";"3873.32";"Yes"
CUST10235;"Female";"20";"15";"82.09";"Month-to-month";"Bank transfer";"Fiber optic";"1265.76";"No"
CUST10236;"Female";"64";"25";"55.24";"Month-to-month";"Credit card";"Fiber optic";"1415.83";"No"
CUST10237;"Female";"40";"71";"104.14";"Month-to-month";"Mailed check";"No";"7304.16";"No"
CUST10238;"Male";"63";"17";"67.13";"Month-to-month";"Mailed check";"No";"1092.44";"Yes"
CUST10239;"Female";"60";"9";"117.91";"Month-to-month";"Mailed check";"Fiber optic";"1168.62";"Yes"
CUST10240;"Female";"64";"38";"83.41";"Two year";"Credit card";"DSL";"3219.22";"No"
CUST10241;"Male";"62";"48";"32.63";"Month-to-month";"Credit card";"No";"1766.24";"Yes"
CUST10242;"Female";"35";"60";"87.62";"One year";"Electronic check";"Fiber optic";"5375.21";"No"
CUST10243;"Male";"55";"63";"52.51";"Month-to-month";"Credit card";"Fiber optic";"3422.56";"No"
CUST10244;"Male";"52";"2";"88.63";"One year";"Credit card";"Fiber optic";"88.63";"Yes"
CUST10245;"Female";"68";"72";"26.96";"Month-to-month";"Credit card";"No";"2017.51";"No"
CUST10246;"Male";"32";"11";"37.49";"Month-to-month";"Mailed check";"Fiber optic";"407.08";"No"
CUST10247;"Male";"42";"64";"105.57";"Month-to-month";"Bank transfer";"DSL";"6701.38";"No"
CUST10248;"Male";"72";"72";"42.72";"Month-to-month";"Electronic check";"Fiber optic";"3092.64";"No"
CUST10249;"Male";"54";"21";"103.7";"Month-to-month";"Bank transfer";"No";"2272.22";"No"
CUST10250;"Female";"45";"18";"47.93";"One year";"Bank transfer";"DSL";"912.82";"No"
CUST10251;"Male";"27";"64";"84.29";"Two year";"Credit card";"No";"5306.71";"Yes"
CUST10252;"Female";"56";"38";"89.42";"Two year";"Electronic check";"Fiber optic";"3472.21";"No"
CUST10253;"Male";"74";"32";"71.27";"One year";"Bank transfer";"Fiber optic";"2216.88";"No"
CUST10254;"Male";"34";"11";"50.53";"Month-to-month";"Bank transfer";"DSL";"577.5";"Yes"
CUST10255;"Male";"56";"45";"41.26";"Month-to-month";"Electronic check";"DSL";"1826.36";"Yes"
CUST10256;"Male";"39";"33";"23.32";"Month-to-month";"Credit card";"No";"747.67";"No"
CUST10257;"Female";"43";"41";"50.39";"Month-to-month";"Bank transfer";"DSL";"2142.61";"Yes"
CUST10258;"Female";"61";"8";"85.32";"Month-to-month";"Mailed check";"Fiber optic";"578.54";"No"
CUST10259;"Male";"42";"11";"113.83";"Month-to-month";"Bank transfer";"Fiber optic";"1446.65";"Yes"
CUST10260;"Male";"34";"51";"107.12";"Month-to-month";"Mailed check";"DSL";"5281.01";"No"
CUST10261;"Female";"30";"41";"96.61";"Month-to-month";"Credit card";"DSL";"3901.24";"Yes"
CUST10262;"Male";"37";"17";"98.84";"Two year";"Bank transfer";"Fiber optic";"1717.3";"No"
CUST10263;"Male";"42";"46";"86.5";"One year";"Electronic check";"No";"4037.43";"No"
CUST10264;"Male";"21";"32";"46.03";"Month-to-month";"Electronic check";"Fiber optic";"1462.91";"No"
CUST10265;"Female";"27";"54";"110.72";"Two year";"Bank transfer";"Fiber optic";"5973.14";"No"
CUST10266;"Female";"20";"20";"87.07";"Two year";"Credit card";"DSL";"1782.46";"No"
CUST10267;"Female";"58";"33";"76.04";"Month-to-month";"Credit card";"Fiber optic";"2486.21";"No"
CUST10268;"Male";"62";"40";"31.1";"Month-to-month";"Electronic check";"Fiber optic";"1383.32";"No"
CUST10269;"Male";"35";"32";"64.71";"Month-to-month";"Bank transfer";"No";"2154.65";"No"
CUST10270;"Female";"64";"2";"66.04";"Two year";"Credit card";"Fiber optic";"219.36";"No"
CUST10271;"Female";"53";"33";"106.46";"Two year";"Electronic check";"Fiber optic";"3416.56";"No"
CUST10272;"Female";"64";"30";"74.66";"Month-to-month";"Mailed check";"DSL";"2231.86";"Yes"
